,	O
carbohydrates	O
,	O
bioconjugates	O
:	O
NMR	O
,	O
mass	O
spectrometry	O
,	O
light	O
scattering	O
,	O
HPLC	O
,	O
colorimetric	O
techniques	O
,	O
etc.	O
.	O
Familiarity	O
with	O
cGMP	O
and	O
current	O
chemistry	O
,	O
manufacturing	O
and	O
control	O
-LRB-	O
CMC	Organization
-RRB-	O
regulatory	O
framework	O
.	O
Excellent	O
written	O
and	O
oral	O
skills	O
and	O
technical	O
writing	O
,	O
documentation	O
.	O
PHYSICAL/MENTAL	O
REQUIREMENTS	O
.	O
Ability	O
to	O
perform	O
laboratory	O
experiments	O
and	O
perform	O
complex	O
scientific	O
data	O
analysis	O
.	O
EEO	Organization
&	Organization
Employment	Organization
Eligibility	Organization
.	O
Pfizer	Organization
is	O
committed	O
to	O
equal	O
opportunity	O
in	O
the	O
terms	O
and	O
conditions	O
of	O
employment	O
for	O
all	O
employees	O
and	O
job	O
applicants	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
sex	O
,	O
sexual	O
orientation	O
,	O
age	O
,	O
gender	O
identity	O
or	O
gender	O
expression	O
,	O
national	O
origin	O
,	O
disability	O
or	O
veteran	O
status	O
.	O
Pfizer	Organization
also	O
complies	O
with	O
all	O
applicable	O
national	O
,	O
state	O
and	O
local	O
laws	O
governing	O
nondiscrimination	O
in	O
employment	O
as	O
well	O
as	O
work	O
authorization	O
and	O
employment	O
eligibility	O
verification	O
requirements	O
of	O
the	O
Immigration	O
and	O
Nationality	O
Act	O
and	O
IRCA	Organization
.	O
Pfizer	Organization
is	O
an	O
E-Verify	O
employer	O
.	O
Sunshine	O
Act	O
.	O
Pfizer	Organization
reports	O
payments	O
and	O
other	O
transfers	O
of	O
value	O
to	O
health	O
care	O
providers	O
as	O
required	O
by	O
federal	O
and	O
state	O
transparency	O
laws	O
and	O
implementing	O
regulations	O
.	O
These	O
laws	O
and	O
regulations	O
require	O
Pfizer	Organization
to	O
provide	O
government	O
agencies	O
with	O
information	O
such	O
as	O
a	O
health	O
care	O
provider	O
's	O
name	O
,	O
address	O
and	O
the	O
type	O
of	O
payments	O
or	O
other	O
value	O
received	O
,	O
generally	O
for	O
public	O
disclosure	O
.	O
Subject	O
to	O
further	O
legal	O
review	O
and	O
statutory	O
or	O
regulatory	O
clarification	O
,	O
which	O
Pfizer	Organization
intends	O
to	O
pursue	O
,	O
reimbursement	O
of	O
recruiting	O
expenses	O
for	O
licensed	O
physicians	O
may	O
constitute	O
a	O
reportable	O
transfer	O
of	O
value	O
under	O
the	O
federal	O
transparency	O
law	O
commonly	O
known	O
as	O
the	O
Sunshine	Miscellaneous
Act	Miscellaneous
.	O
Therefore	O
,	O
if	O
you	O
are	O
a	O
licensed	O
physician	O
who	O
incurs	O
recruiting	O
expenses	O
as	O
a	O
result	O
of	O
interviewing	O
with	O
Pfizer	Organization
that	O
we	O
pay	O
or	O
reimburse	O
,	O
your	O
name	O
,	O
address	O
and	O
the	O
amount	O
of	O
payments	O
made	O
currently	O
will	O
be	O
reported	O
to	O
the	O
government	O
.	O
If	O
you	O
have	O
questions	O
regarding	O
this	O
matter	O
,	O
please	O
do	O
not	O
hesitate	O
to	O
contact	O
your	O
Talent	Organization
Acquisition	Organization
representative	O
.	O
Pfizer	Organization
is	O
an	O
equal	O
opportunity	O
employer	O
and	O
complies	O
with	O
all	O
applicable	O
equal	O
employment	O
opportunity	O
legislation	O
in	O
each	O
jurisdiction	O
in	O
which	O
it	O
operates	O
.	O

Job	O
Summary	O
.	O
Work	O
in	O
a	O
team-oriented	O
,	O
high-volume	O
,	O
fast-paced	O
,	O
guest-centric	O
environment	O
to	O
deliver	O
on	O
our	O
purpose	O
of	O
Hospitaliano	Location
!	O
Our	O
passion	O
for	O
100	Percent
%	Percent
guest	O
delight	O
by	O
:	O
.	O
Helping	O
to	O
deliver	O
an	O
exceptional	O
dining	O
experience	O
by	O
.	O
Ensuring	O
the	O
dining	O
room	O
,	O
lobby	O
and	O
service	O
area	O
are	O
clean	O
,	O
stocked	O
and	O
visually	O
appealing	O
.	O
Assisting	O
servers	O
in	O
properly	O
serving	O
food	O
and	O
beverages	O
.	O
Clearing	O
,	O
cleaning	O
and	O
resetting	O
tables	O
to	O
ensure	O
they	O
are	O
ready	O
for	O
the	O
next	O
guest	O

The	O
primary	O
function	O
of	O
the	O
Delivery	O
Coordinator	O
is	O
to	O
support	O
and	O
coordinate	O
delivery	O
activities	O
,	O
including	O
3rd-party	O
deliveries	O
,	O
same	O
day	Time
delivery	O
and	O
traditional	O
box	O
truck	O
and	O
flatbed	O
deliveries	O
from	O
the	O
store	O
.	O
This	O
includes	O
supporting	O
the	O
scheduling	O
of	O
deliveries	O
,	O
inspecting	O
merchandise	O
prior	O
to	O
loading	O
and	O
delivery	O
,	O
and	O
preparing	O
merchandise	O
and	O
loads	O
for	O
delivery	O
as	O
well	O
as	O
filing	O
delivery	O
claims	O
when	O
necessary	O
.	O
It	O
also	O
includes	O
assisting	O
with	O
pulling	O
and	O
staging	O
items	O
for	O
delivery	O
,	O
reviewing	O
delivery	O
reports	O
from	O
the	O
order	O
management	O
system/Sterling	O
to	O
check	O
the	O
status	O
of	O
deliveries	O
,	O
and	O
reviewing	O
and	O
managing	O
all	O
delivery	O
paperwork	O
.	O
This	O
role	O
must	O
monitor	O
products	O
throughout	O
the	O
delivery/shipping	O
process	O
,	O
following	O
up	O
with	O
customers	O
,	O
drivers	O
,	O
store	O
staff	O
,	O
the	O
Central	O
Delivery	O
Terminal	O
-LRB-	O
CDT	O
-RRB-	O
,	O
and	O
the	O
Central	Organization
Dispatch	Organization
Office	Organization
-LRB-	O
CDO	O
-RRB-	O
when	O
necessary	O
,	O
and	O
troubleshooting	O
issues	O
to	O
ensure	O
that	O
the	O
correct	O
merchandise	O
is	O
delivered	O
on-time	O
and	O
to	O
the	O
correct	O
location	O
.	O
To	O
be	O
successful	O
,	O
the	O
Delivery	O
Coordinator	O
must	O
communicate	O
and	O
maintain	O
relationships	O
with	O
customers	O
,	O
store	O
staff	O
in	O
own	O
store	O
and	O
neighboring	O
stores	O
,	O
CDO	O
staff	O
,	O
and	O
3rd-party	O
providers	O
.	O
This	O
person	O
must	O
also	O
understand	O
and	O
work	O
with	O
any	O
city/local	O
regulations	O
governing	O
delivery	O
operations	O
in	O
the	O
area	O
supported	O
by	O
the	O
store	O
.	O
This	O
role	O
also	O
acts	O
as	O
a	O
go-to	O
subject	O
matter	O
expert	O
for	O
other	O
store	O
employees	O
,	O
providing	O
coaching	O
and	O
direction	O
around	O
the	O
delivery	O
process	O
in	O
general	O
as	O
well	O
as	O
common	O
and	O
unique	O
issues	O
that	O
arise	O
.	O
Diagnosing	O
and	O
overcoming	O
issues	O
often	O
requires	O
a	O
strong	O
understanding	O
of	O
the	O
order	O
management/Sterling	O
system	O
and	O
being	O
able	O
to	O
determine	O
appropriate	O
work-around	O
solutions	O
for	O
situations	O
not	O
directly	O
supported	O
by	O
the	O
system	O
.	O
The	O
Delivery	O
Coordinator	O
is	O
also	O
responsible	O
for	O
coordinating	O
installation	O
deliveries	O
including	O
validating	O
product	O
availability	O
,	O
ensuring	O
items	O
are	O
staged	O
and	O
free	O
of	O
damages	O
,	O
working	O
closely	O
with	O
the	O
store	O
Installed	O
Sales	O
team	O
to	O
coordinate	O
delivery	O
times/locations	O
,	O
expedite	O
high	O
priority	O
products	O
,	O
work	O
with	O
fulfilling	O
stores	O
to	O
resolve	O
delivery	O
issues	O
and	O
coordinate	O
the	O
overall	O
delivery	O
schedule	O
for	O
each	O
install	O
project	O
.	O
The	O
Delivery	O
Coordinator	O
is	O
also	O
responsible	O
for	O
maintaining	O
a	O
safe	O
and	O
secure	O
work	O
environment	O
by	O
conducting	O
daily	O
safety	O
reviews	O
,	O
noting	O
hazards	O
,	O
keeping	O
store	O
areas	O
clean	O
and	O
organized	O
,	O
securing	O
doors	O
and	O
gates	O
,	O
and	O
monitoring	O
for	O
potential	O
theft	O
or	O
security	O
risks	O
.	O
The	O
Delivery	O
Coordinator	O
is	O
also	O
expected	O
to	O
provide	O
excellent	O
customer	O
service	O
by	O
greeting	O
and	O
acknowledging	O
all	O
customers	O
in	O
a	O
friendly	O
,	O
professional	O
manner	O
and	O
providing	O
quick	O
,	O
responsive	O
assistance	O
.	O
Lastly	O
,	O
the	O
Delivery	O
Coordinator	O
is	O
responsible	O
for	O
completing	O
all	O
other	O
duties	O
as	O
assigned	O
.	O
Lowe	Person
's	O
is	O
an	O
equal	O
opportunity	O
affirmative	O
action	O
employer	O
and	O
administers	O
all	O
personnel	O
practices	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
sex	O
,	O
age	O
,	O
national	O
origin	O
,	O
disability	O
,	O
sexual	O
orientation	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
marital	O
status	O
,	O
veteran	O
status	O
,	O
genetics	O
or	O
any	O
other	O
category	O
protected	O
under	O
applicable	O
law	O
.	O

Earn	O
money	O
shopping	O
,	O
giving	O
customers	O
more	O
time	O
to	O
do	O
what	O
they	O
love	O
.	O
*	O
Be	O
Independent	O
Schedule	O
work	O
around	O
your	O
own	O
life	O
.	O
*	O
Have	O
Fun	O
Spend	O
time	O
shopping	O
,	O
exploring	O
new	O
things	O
and	O
being	O
active	O
.	O
*	O
Earn	O
extra	O
income	O
Get	O
paid	O
weekly	O
.	O
Work	O
Sundays	Date
to	O
maximize	O
your	O
hours	O
and	O
pay	O
.	O
IN-STORE	O
SHOPPING	O
-LRB-	O
NO	O
CAR	O
REQUIRED	O
-RRB-	O
WHY	O
SHOP	O
WITH	O
INSTACART	O
?	O
In-Store	O
Shoppers	O
are	O
part-time	O
employees	O
who	O
focus	O
on	O
ensuring	O
our	O
customers	O
'	O
grocery	O
orders	O
are	O
complete	O
and	O
of	O
the	O
highest	O
quality	O
.	O
They	O
are	O
based	O
locally	O
at	O
a	O
designated	O
Instacart	Organization
store	O
location	O
and	O
spend	O
their	O
complete	O
shift	O
grocery	O
shopping	O
using	O
Instacart	Organization
's	O
InstaShopper	O
application	O
on	O
a	O
compatible	O
Smartphone	O
.	O
*	O
Flexible	O
hours	O
-	O
set	O
your	O
own	O
availability	O
*	O
Money	O
is	O
deposited	O
into	O
your	O
bank	O
account	O
every	O
week	O
*	O
Work	O
on	O
a	O
team	O
to	O
fulfill	O
orders	O
for	O
customers	O
WHAT	O
YOU	O
NEED	O
TO	O
GET	O
STARTED	O
:	O
*	O
18	Number
+	O
years	O
old	O
*	O
Eligible	O
to	O
work	O
in	O
the	O
US	Location
*	O
Consistent	O
access	O
to	O
a	O
recent	O
smartphone	O
-LRB-	O
iPhone	O
4S	O
or	O
above	O
or	O
Android	O
4.0	Number
+	O
-RRB-	O
*	O
Ability	O
to	O
lift	O
30-40	Number
lbs	O
.	O
with	O
or	O
without	O
assistance	O
MORE	O
INFORMATION	O
If	O
you	O
have	O
previous	O
experience	O
in	O
the	O
grocery	O
industry	O
-LRB-	O
such	O
as	O
a	O
personal	O
shopper	O
,	O
cashier	O
,	O
stocker	O
,	O
customer	O
service	O
representative	O
,	O
store	O
manager	O
,	O
merchandiser	O
,	O
produce	O
buyer	O
,	O
butcher	O
,	O
baker	O
,	O
deli	O
clerk	O
,	O
barista	O
,	O
kitchen	O
manager	O
,	O
chef	O
-RRB-	O
,	O
you	O
might	O
want	O
to	O
consider	O
shopping	O
with	O
Instacart	Organization
and	O
earn	O
great	O
money	O
.	O
We	O
also	O
welcome	O
applicants	O
from	O
other	O
industries	O
and	O
backgrounds	O
,	O
such	O
as	O
ridesharing	O
or	O
driving	O
networks	O
like	O
Lyft	Organization
,	O
Uber	O
Eats	O
,	O
or	O
Postmates	O
.	O
Shopping	O
with	O
Instacart	Organization
is	O
great	O
for	O
anyone	O
looking	O
for	O
flexible	O
,	O
seasonal	O
,	O
work	O
from	O
home	O
,	O
entry	O
level	O
,	O
weekend	Date
,	O
weekday	O
,	O
after	O
school	O
,	O
temporary	O
,	O
or	O
any	O
type	O
of	O
part-time	O
opportunities	O
.	O
Instacart	O
is	O
committed	O
to	O
diversity	O
in	O
its	O
workforce	O
.	O
Instacart	O
is	O
an	O
equal	O
employment	O
opportunity	O
employer	O
and	O
considers	O
qualified	O
applicants	O
without	O
regard	O
to	O
gender	O
,	O
sexual	O
orientation	O
,	O
gender	O
identity	O
,	O
race	O
,	O
veteran	O
or	O
disability	O
status	O
.	O
For	O
all	O
individuals	O
applying	O
to	O
work	O
in	O
SF	O
,	O
we	O
will	O
consider	O
qualified	O
applicants	O
in	O
a	O
manner	O
consistent	O
with	O
the	O
requirements	O
of	O
the	O
SF	Miscellaneous
Fair	Miscellaneous
Chance	Miscellaneous
Ordinance	Miscellaneous
.	O
Apply	O
in	O
under	O
5	Duration
minutes	Duration
!	O
Attend	O
an	O
in-person	O
session	O
and	O
start	O
work	O
within	O
one	Duration
week	Duration
!	O

Job	O
Description	O
.	O
What	O
is	O
a	O
Salesperson	O
?	O
.	O
Entry	O
level	O
sales	O
position	O
capable	O
of	O
supporting	O
the	O
DIY	O
business	O
and	O
achieve	O
our	O
sales	O
and	O
service	O
objectives	O
.	O
The	O
role	O
has	O
good	O
knowledge	O
of	O
store	O
systems	O
,	O
basic	O
automotive	O
system	O
knowledge	O
and	O
basic	O
part	O
knowledge	O
.	O
The	O
role	O
has	O
the	O
basic	O
ability	O
to	O
source	O
from	O
stores	O
,	O
hubs	O
,	O
pdq	O
,	O
and	O
external	O
suppliers	O
.	O
The	O
role	O
has	O
in-depth	O
knowledge	O
of	O
the	O
store	O
inventory	O
and	O
maintenance	O
processes	O
.	O
Position	O
can	O
be	O
part-time	O
or	O
full-time	O
.	O
MVR	O
certification	O
preferred	O
.	O
Primary	O
Responsibilities	O
.	O
Provide	O
GAS2	O
selling	O
experience	O
for	O
DIY	O
customer	O
visits	O
and	O
phone	O
calls	O
.	O
Achieve	O
personal	O
sales	O
goal	O
and	O
help	O
store	O
achieve	O
its	O
sales	O
goals	O
.	O
Provide	O
DIY	O
services	O
including	O
battery	O
installation	O
,	O
testing	O
,	O
wiper	O
installs	O
,	O
etc.	O
.	O
Maintain	O
store	O
product	O
and	O
operational	O
standards	O
.	O
Responsible	O
for	O
inventory	O
processes	O
including	O
truck	O
put	O
away	O
,	O
shoot	O
outs	O
,	O
cycle	O
counts	O
,	O
Back	O
stock	O
,	O
etc.	O
.	O
Secondary	O
Responsibilities	O
.	O
Store	O
Cleanliness	O
including	O
floors	O
,	O
bathrooms	O
,	O
facing	O
,	O
dusting	O
,	O
parking	O
lot	O
.	O
General	O
stocking	O
including	O
truck	O
stocking	O
and	O
back	O
stock	O
.	O
Safely	O
deliver	O
parts	O
to	O
customers	O
as	O
needed	O
.	O
Success	O
Factors	O
.	O
Basic	O
driving	O
and	O
navigation	O
ability	O
.	O
Ability	O
to	O
use	O
delivery	O
board	O
system	O
.	O
Friendly	O
communication	O
.	O
Ability	O
to	O
locate	O
and	O
stock	O
parts	O
.	O
Safety	O
knowledge	O
and	O
skills	O
.	O
Operating	O
inventory	O
systems	O
and	O
store	O
equipment	O
.	O
Parts	O
and	O
automotive	O
system	O
knowledge	O
skills	O
.	O
Operating	O
POS	O
and	O
Parts	O
lookup	O
systems	O
.	O
Expert	O
at	O
testing	O
and	O
diagnostic	O
equipment	O
for	O
DIY	O
service	O
.	O
Essential	O
Job	O
Skills	O
Necessary	O
for	O
Success	O
as	O
a	O
Salesperson	O
.	O
Speak	O
and	O
write	O
English	Miscellaneous
-LRB-	O
Spanish	Miscellaneous
a	O
plus	O
-RRB-	O
;	O
communicate	O
effectively	O
and	O
build	O
strong	O
relationships	O
with	O
customers	O
,	O
peers	O
and	O
management	O
.	O
Read	O
and	O
interpret	O
documents	O
such	O
as	O
safety	O
rules	O
,	O
operating	O
and	O
maintenance	O
instructions	O
,	O
parts	O
catalogs	O
,	O
and	O
procedure	O
manuals	O
.	O
Use	O
basic	O
math	O
accurately	O
:	O
add	O
,	O
subtract	O
,	O
multiply	O
,	O
and	O
divide	O
in	O
all	O
units	O
of	O
measure	O
,	O
using	O
whole	O
numbers	O
,	O
common	O
fractions	O
,	O
and	O
decimals	O
.	O
Ability	O
to	O
work	O
an	O
assortment	O
of	O
days	O
,	O
evenings	O
,	O
and	O
weekends	O
as	O
needed	O
.	O
Prior	O
Experience	O
that	O
Sets	O
a	O
Salesperson	O
up	O
for	O
Success	O
.	O
2-3	Number
years	Duration
of	O
successful	O
sales	O
experience	O
in	O
a	O
diverse	O
retail	O
environment	O
,	O
providing	O
superior	O
customer	O
experiences	O
.	O
Education	O
.	O
High	O
school	O
diploma	O
or	O
general	O
education	O
degree	O
-LRB-	O
GED	O
-RRB-	O
.	O
Certificates	O
,	O
Licenses	O
,	O
Registrations	O
.	O
None	O
.	O
Physical	O
Demands	O
.	O
The	O
physical	O
demands	O
and	O
work	O
environment	O
described	O
here	O
are	O
representative	O
of	O
those	O
that	O
must	O
be	O
met	O
by	O
an	O
employee	O
to	O
successfully	O
perform	O
the	O
essential	O
functions	O
of	O
this	O
job	O
,	O
with	O
or	O
without	O
reasonable	O
accommodation	O
.	O
While	O
performing	O
the	O
duties	O
of	O
this	O
job	O
,	O
the	O
employee	O
will	O
predominantly	O
be	O
walking	O
or	O
standing	O
.	O
The	O
employee	O
is	O
required	O
to	O
be	O
able	O
to	O
talk	O
and	O
hear	O
,	O
and	O
use	O
hands	O
and	O
fingers	O
to	O
handle	O
or	O
feel	O
;	O
reach	O
with	O
hands	O
and	O
arms	O
;	O
climb	O
or	O
balance	O
;	O
and	O
stoop	O
,	O
kneel	O
,	O
crouch	O
,	O
or	O
crawl	O
.	O
The	O
employee	O
must	O
frequently	O
lift	O
and/or	O
move	O
up	O
to	O
50	Money
pounds	Money
and	O
occasionally	O
lift	O
and/or	O
move	O
up	O
to	O
100	Money
pounds	Money
.	O
Specific	O
vision	O
abilities	O
required	O
by	O
this	O
job	O
include	O
close	O
vision	O
,	O
distance	O
vision	O
,	O
color	O
vision	O
,	O
depth	O
perception	O
,	O
and	O
ability	O
to	O
adjust	O
focus	O
.	O
Work	O
Environment	O
.	O
The	O
work	O
environment	O
characteristics	O
described	O
here	O
are	O
representative	O
of	O
those	O
an	O
employee	O
encounters	O
while	O
performing	O
the	O
essential	O
functions	O
of	O
this	O
job	O
,	O
with	O
or	O
without	O
reasonable	O
accommodation	O
.	O
While	O
performing	O
the	O
duties	O
of	O
this	O
job	O
,	O
the	O
employee	O
is	O
usually	O
working	O
inside	O
;	O
however	O
,	O
they	O
will	O
occasionally	O
be	O
outside	O
and	O
exposed	O
to	O
various	O
weather	O
conditions	O
while	O
performing	O
such	O
tasks	O
as	O
installing	O
batteries	O
and	O
wiper	O
blades	O
.	O
The	O
employee	O
is	O
also	O
occasionally	O
exposed	O
to	O
moving	O
mechanical	O
parts	O
;	O
high	O
,	O
precarious	O
places	O
;	O
toxic	O
or	O
caustic	O
chemicals	O
;	O
risk	O
of	O
electrical	O
shock	O
;	O
explosives	O
;	O
and	O
vibration	O
.	O
The	O
noise	O
level	O
in	O
the	O
work	O
environment	O
is	O
usually	O
moderate	O
.	O
Job	O
Requirements	O
.	O
We	O
are	O
an	O
Equal	Miscellaneous
Opportunity	Miscellaneous
Employer	Miscellaneous
and	O
do	O
not	O
discriminate	O
against	O
any	O
employee	O
or	O
applicant	O
for	O
employment	O
because	O
of	O
race	O
,	O
color	O
,	O
sex	O
,	O
age	O
national	O
origin	O
,	O
religion	O
,	O
sexual	O
orientation	O
,	O
gender	O
identity	O
,	O
status	O
as	O
a	O
veteran	O
and	O
basis	O
of	O
disability	O
or	O
any	O
other	O
federal	O
,	O
state	O
or	O
local	O
protected	O
class	O
.	O

Earn	O
money	O
shopping	O
and	O
delivering	O
groceries	O
,	O
giving	O
customers	O
more	O
time	O
to	O
do	O
what	O
they	O
love	O
.	O
*	O
Be	O
Independent	O
Schedule	O
work	O
around	O
your	O
own	O
life	O
.	O
*	O
Have	O
Fun	O
Spend	O
time	O
shopping	O
,	O
exploring	O
new	O
things	O
and	O
being	O
active	O
.	O
*	O
Earn	O
extra	O
income	O
Get	O
paid	O
weekly	O
.	O
Work	O
Sundays	Date
to	O
maximize	O
your	O
hours	O
and	O
pay	O
.	O
SHOP	O
AND	O
DELIVER	O
-LRB-	O
CAR	O
REQUIRED	O
-RRB-	O
WHY	O
SHOP	O
WITH	O
INSTACART	O
?	O
Use	O
the	O
Instacart	O
shopper	O
app	O
to	O
provide	O
grocery	O
shopping	O
and	O
delivery	O
services	O
.	O
*	O
Multiple	O
ways	O
to	O
earn	O
money	O
and	O
achieve	O
your	O
earning	O
goals	O
*	O
Flexible	O
hours	O
-	O
set	O
your	O
own	O
availability	O
*	O
Less	O
wear	O
&	O
tear	O
on	O
your	O
car	O
-	O
no	O
passengers	O
in	O
your	O
vehicle	O
*	O
Money	O
is	O
deposited	O
into	O
your	O
bank	O
account	O
every	O
week	O
*	O
Shoppers	O
that	O
have	O
the	O
highest	O
earnings	O
know	O
their	O
way	O
around	O
a	O
grocery	O
store	O
and	O
enjoy	O
providing	O
fantastic	O
customer	O
service	O
.	O
WHAT	O
YOU	O
NEED	O
TO	O
GET	O
STARTED	O
:	O
*	O
18	Number
+	O
years	O
old	O
*	O
Eligible	O
to	O
work	O
in	O
the	O
US	Location
*	O
Consistent	O
access	O
to	O
a	O
vehicle	O
,	O
and	O
2	Number
+	O
years	O
of	O
driving	O
experience	O
*	O
Consistent	O
access	O
to	O
a	O
recent	O
smartphone	O
-LRB-	O
iPhone	O
4S	O
or	O
above	O
or	O
Android	O
4.0	Number
+	O
-RRB-	O
*	O
Ability	O
to	O
lift	O
30-40	Number
lbs	O
.	O
with	O
or	O
without	O
assistance	O
MORE	O
INFORMATION	O
If	O
you	O
have	O
previous	O
experience	O
in	O
the	O
grocery	O
industry	O
-LRB-	O
such	O
as	O
a	O
personal	O
shopper	O
,	O
cashier	O
,	O
stocker	O
,	O
customer	O
service	O
representative	O
,	O
store	O
manager	O
,	O
merchandiser	O
,	O
produce	O
buyer	O
,	O
butcher	O
,	O
baker	O
,	O
deli	O
clerk	O
,	O
barista	O
,	O
kitchen	O
manager	O
,	O
chef	O
-RRB-	O
or	O
have	O
previous	O
experience	O
in	O
the	O
transportation	O
industry	O
-LRB-	O
such	O
as	O
a	O
courier	O
,	O
driver	O
,	O
truck	O
driver	O
,	O
professional	O
driver	O
,	O
taxi	O
driver	O
,	O
food	O
delivery	O
driver	O
-RRB-	O
,	O
you	O
might	O
want	O
to	O
consider	O
shopping	O
with	O
Instacart	Organization
and	O
earn	O
great	O
money	O
.	O
We	O
also	O
welcome	O
applicants	O
from	O
other	O
industries	O
and	O
backgrounds	O
,	O
such	O
as	O
ridesharing	O
or	O
driving	O
networks	O
like	O
Lyft	Organization
,	O
Uber	O
Eats	O
,	O
or	O
Postmates	O
.	O
Shopping	O
with	O
Instacart	Organization
is	O
great	O
for	O
anyone	O
looking	O
for	O
flexible	O
,	O
